GEO.id,Id
HC03_MOE_VC34,Households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC04_EST_VC34,Percent households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC04_MOE_VC34,Percent households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC05_EST_VC34,Households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC05_MOE_VC34,Households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC06_EST_VC34,Percent households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC06_MOE_VC34,Percent households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Black or African American alone
HC01_EST_VC35,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC01_MOE_VC35,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC02_EST_VC35,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC02_MOE_VC35,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC03_EST_VC35,Households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC03_MOE_VC35,Households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC04_EST_VC35,Percent households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC04_MOE_VC35,Percent households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC05_EST_VC35,Households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC05_MOE_VC35,Households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC06_EST_VC35,Percent households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC06_MOE_VC35,Percent households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - American Indian and Alaska Native alone
HC01_EST_VC36,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC01_MOE_VC36,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC02_EST_VC36,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC02_MOE_VC36,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC03_EST_VC36,Households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC03_MOE_VC36,Households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC04_EST_VC36,Percent households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC04_MOE_VC36,Percent households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC05_EST_VC36,Households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC05_MOE_VC36,Households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC06_EST_VC36,Percent households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC06_MOE_VC36,Percent households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Asian alone
HC01_EST_VC37,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC01_MOE_VC37,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC02_EST_VC37,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC02_MOE_VC37,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC03_EST_VC37,Households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC03_MOE_VC37,Households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC04_EST_VC37,Percent households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC04_MOE_VC37,Percent households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC05_EST_VC37,Households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC05_MOE_VC37,Households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC06_EST_VC37,Percent households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC06_MOE_VC37,Percent households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Native Hawaiian and Other Pacific Islander alone
HC01_EST_VC38,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC01_MOE_VC38,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC02_EST_VC38,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC02_MOE_VC38,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC03_EST_VC38,Households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC03_MOE_VC38,Households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC04_EST_VC38,Percent households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC04_MOE_VC38,Percent households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC05_EST_VC38,Households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC05_MOE_VC38,Households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC06_EST_VC38,Percent households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC06_MOE_VC38,Percent households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Some other race alone
HC01_EST_VC39,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC01_MOE_VC39,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC02_EST_VC39,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC02_MOE_VC39,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC03_EST_VC39,Households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC03_MOE_VC39,Households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC04_EST_VC39,Percent households receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC04_MOE_VC39,Percent households receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC05_EST_VC39,Households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC05_MOE_VC39,Households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC06_EST_VC39,Percent households not receiving food stamps/SNAP; Estimate; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC06_MOE_VC39,Percent households not receiving food stamps/SNAP; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER - Two or more races
HC01_EST_VC41,Total; Estimate; Hispanic or Latino origin (of any race)
HC01_MOE_VC41,Total; Margin of Error; Hispanic or Latino origin (of any race)
HC02_EST_VC41,Percent; Estimate; Hispanic or Latino origin (of any race)
HC02_MOE_VC41,Percent; Margin of Error; Hispanic or Latino origin (of any race)
HC03_EST_VC41,Households receiving food stamps/SNAP; Estimate; Hispanic or Latino origin (of any race)
HC03_MOE_VC41,Households receiving food stamps/SNAP; Margin of Error; Hispanic or Latino origin (of any race)
HC04_EST_VC41,Percent households receiving food stamps/SNAP; Estimate; Hispanic or Latino origin (of any race)
HC04_MOE_VC41,Percent households receiving food stamps/SNAP; Margin of Error; Hispanic or Latino origin (of any race)
HC05_EST_VC41,Households not receiving food stamps/SNAP; Estimate; Hispanic or Latino origin (of any race)
HC05_MOE_VC41,Households not receiving food stamps/SNAP; Margin of Error; Hispanic or Latino origin (of any race)
HC06_EST_VC41,Percent households not receiving food stamps/SNAP; Estimate; Hispanic or Latino origin (of any race)
HC06_MOE_VC41,Percent households not receiving food stamps/SNAP; Margin of Error; Hispanic or Latino origin (of any race)
HC01_EST_VC42,"Total; Estimate; White alone, not Hispanic or Latino"
HC01_MOE_VC42,"Total; Margin of Error; White alone, not Hispanic or Latino"
HC02_EST_VC42,"Percent; Estimate; White alone, not Hispanic or Latino"
HC02_MOE_VC42,"Percent; Margin of Error; White alone, not Hispanic or Latino"
HC03_EST_VC42,"Households receiving food stamps/SNAP; Estimate; White alone, not Hispanic or Latino"
HC03_MOE_VC42,"Households receiving food stamps/SNAP; Margin of Error; White alone, not Hispanic or Latino"
HC04_EST_VC42,"Percent households receiving food stamps/SNAP; Estimate; White alone, not Hispanic or Latino"
HC04_MOE_VC42,"Percent households receiving food stamps/SNAP; Margin of Error; White alone, not Hispanic or Latino"
HC05_EST_VC42,"Households not receiving food stamps/SNAP; Estimate; White alone, not Hispanic or Latino"
HC05_MOE_VC42,"Households not receiving food stamps/SNAP; Margin of Error; White alone, not Hispanic or Latino"
HC06_EST_VC42,"Percent households not receiving food stamps/SNAP; Estimate; White alone, not Hispanic or Latino"
HC06_MOE_VC42,"Percent households not receiving food stamps/SNAP; Margin of Error; White alone, not Hispanic or Latino"
HC01_EST_VC45,Total; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC01_MOE_VC45,Total; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC02_EST_VC45,Percent; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC02_MOE_VC45,Percent; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC03_EST_VC45,Households receiving food stamps/SNAP; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC03_MOE_VC45,Households receiving food stamps/SNAP; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC04_EST_VC45,Percent households receiving food stamps/SNAP; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC04_MOE_VC45,Percent households receiving food stamps/SNAP; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC05_EST_VC45,Households not receiving food stamps/SNAP; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC05_MOE_VC45,Households not receiving food stamps/SNAP; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC06_EST_VC45,Percent households not receiving food stamps/SNAP; Estimate; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC06_MOE_VC45,Percent households not receiving food stamps/SNAP; Margin of Error; HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Median income (dollars)
HC01_EST_VC48,Total; Estimate; WORK STATUS - Families
HC01_MOE_VC48,Total; Margin of Error; WORK STATUS - Families
HC02_EST_VC48,Percent; Estimate; WORK STATUS - Families
HC02_MOE_VC48,Percent; Margin of Error; WORK STATUS - Families
HC03_EST_VC48,Households receiving food stamps/SNAP; Estimate; WORK STATUS - Families
HC03_MOE_VC48,Households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families
HC04_EST_VC48,Percent households receiving food stamps/SNAP; Estimate; WORK STATUS - Families
HC04_MOE_VC48,Percent households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families
HC05_EST_VC48,Households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families
HC05_MOE_VC48,Households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families
HC06_EST_VC48,Percent households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families
HC06_MOE_VC48,Percent households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families
HC01_EST_VC49,Total; Estimate; WORK STATUS - Families - No workers in past 12 months
HC01_MOE_VC49,Total; Margin of Error; WORK STATUS - Families - No workers in past 12 months
HC02_EST_VC49,Percent; Estimate; WORK STATUS - Families - No workers in past 12 months
HC02_MOE_VC49,Percent; Margin of Error; WORK STATUS - Families - No workers in past 12 months
HC03_EST_VC49,Households receiving food stamps/SNAP; Estimate; WORK STATUS - Families - No workers in past 12 months
HC03_MOE_VC49,Households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - No workers in past 12 months
HC04_EST_VC49,Percent households receiving food stamps/SNAP; Estimate; WORK STATUS - Families - No workers in past 12 months
HC04_MOE_VC49,Percent households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - No workers in past 12 months
HC05_EST_VC49,Households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families - No workers in past 12 months
HC05_MOE_VC49,Households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - No workers in past 12 months
HC06_EST_VC49,Percent households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families - No workers in past 12 months
HC06_MOE_VC49,Percent households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - No workers in past 12 months
HC01_EST_VC50,Total; Estimate; WORK STATUS - Families - 1 worker in past 12 months
HC01_MOE_VC50,Total; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months
HC02_EST_VC50,Percent; Estimate; WORK STATUS - Families - 1 worker in past 12 months
HC02_MOE_VC50,Percent; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months
HC03_EST_VC50,Households receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 1 worker in past 12 months
HC03_MOE_VC50,Households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months
HC04_EST_VC50,Percent households receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 1 worker in past 12 months
HC04_MOE_VC50,Percent households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months
HC05_EST_VC50,Households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 1 worker in past 12 months
HC05_MOE_VC50,Households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months
HC06_EST_VC50,Percent households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 1 worker in past 12 months
HC06_MOE_VC50,Percent households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 1 worker in past 12 months
HC01_EST_VC51,Total; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months
HC01_MOE_VC51,Total; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months
HC02_EST_VC51,Percent; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months
HC02_MOE_VC51,Percent; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months
HC03_EST_VC51,Households receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months
HC03_MOE_VC51,Households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months
HC04_EST_VC51,Percent households receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months
HC04_MOE_VC51,Percent households receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months
HC05_EST_VC51,Households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months
HC05_MOE_VC51,Households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months
HC06_EST_VC51,Percent households not receiving food stamps/SNAP; Estimate; WORK STATUS - Families - 2 or more workers in past 12 months
HC06_MOE_VC51,Percent households not receiving food stamps/SNAP; Margin of Error; WORK STATUS - Families - 2 or more workers in past 12 months
